"Geo Code","Geo Name","Line Number"
"2021A0011V6R","V6R",2552930
"2021A0011V6S","V6S",2554554
"2021A0011V6T","V6T",2556178
"2021A0011V6V","V6V",2557802
"2021A0011V6W","V6W",2559426
"2021A0011V6X","V6X",2561050
"2021A0011V6Y","V6Y",2562674
"2021A0011V6Z","V6Z",2564298
"2021A0011V7A","V7A",2565922
"2021A0011V7B","V7B",2567546
"2021A0011V7C","V7C",2569170
"2021A0011V7E","V7E",2570794
"2021A0011V7G","V7G",2572418
"2021A0011V7H","V7H",2574042
"2021A0011V7J","V7J",2575666
"2021A0011V7K","V7K",2577290
"2021A0011V7L","V7L",2578914
"2021A0011V7M","V7M",2580538
"2021A0011V7N","V7N",2582162
"2021A0011V7P","V7P",2583786
"2021A0011V7R","V7R",2585410
"2021A0011V7S","V7S",2587034
"2021A0011V7T","V7T",2588658
"2021A0011V7V","V7V",2590282
"2021A0011V7W","V7W",2591906
"2021A0011V7Z","V7Z",2593530
"2021A0011V8A","V8A",2595154
"2021A0011V8B","V8B",2596778
"2021A0011V8C","V8C",2598402
"2021A0011V8E","V8E",2600026
"2021A0011V8G","V8G",2601650
"2021A0011V8J","V8J",2603274
"2021A0011V8K","V8K",2604898
"2021A0011V8L","V8L",2606522
"2021A0011V8M","V8M",2608146
"2021A0011V8N","V8N",2609770
"2021A0011V8P","V8P",2611394
"2021A0011V8R","V8R",2613018
"2021A0011V8S","V8S",2614642
"2021A0011V8T","V8T",2616266
"2021A0011V8V","V8V",2617890
"2021A0011V8W","V8W",2619514
"2021A0011V8X","V8X",2621138
"2021A0011V8Y","V8Y",2622762
"2021A0011V8Z","V8Z",2624386
"2021A0011V9A","V9A",2626010
"2021A0011V9B","V9B",2627634
"2021A0011V9C","V9C",2629258
"2021A0011V9E","V9E",2630882
"2021A0011V9G","V9G",2632506
"2021A0011V9H","V9H",2634130
"2021A0011V9J","V9J",2635754
"2021A0011V9K","V9K",2637378
"2021A0011V9L","V9L",2639002
"2021A0011V9M","V9M",2640626
"2021A0011V9N","V9N",2642250
"2021A0011V9P","V9P",2643874
"2021A0011V9R","V9R",2645498
"2021A0011V9S","V9S",2647122
"2021A0011V9T","V9T",2648746
"2021A0011V9V","V9V",2650370
"2021A0011V9W","V9W",2651994
"2021A0011V9X","V9X",2653618
"2021A0011V9Y","V9Y",2655242
"2021A0011V9Z","V9Z",2656866
"2021A0011X0A","X0A",2658490
"2021A0011X0B","X0B",2660114
"2021A0011X0C","X0C",2661738
"2021A0011X0E","X0E",2663362
"2021A0011X0G","X0G",2664986
"2021A0011X1A","X1A",2666610
"2021A0011Y0A","Y0A",2668234
"2021A0011Y0B","Y0B",2669858
"2021A0011Y1A","Y1A",2671482
